ID,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
3619,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,500,Internal Server Error,5,159,25
3620,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/static/footer.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,200,OK,49,146,595
3621,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/resources?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,2,147,13
3622,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/robots.txt?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,2,147,13
3623,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/sitemap.xml?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,3,147,13
3624,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/static/index.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,200,OK,48,145,41
3625,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/static/footer.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,200,OK,44,146,595
3626,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/static/tailwind.css?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,200,OK,56,143,3818330
3627,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/static/index.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,200,OK,44,145,41
3628,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/static/tailwind.css?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,200,OK,11,143,3818330
3629,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,4,159,25
3630,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,4,159,25
3631,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,7,159,25
3632,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,5,159,25
3633,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,6,159,25
3634,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3635,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3636,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3637,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3638,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3639,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3640,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,6,159,25
3641,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,7,159,25
3642,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3643,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3644,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3645,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3646,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3647,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,1,159,25
3648,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,4,159,25
3649,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3650,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3651,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3652,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3653,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3654,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3655,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3656,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,1,159,25
3657,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,1,159,25
3658,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3659,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3660,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3661,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3662,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3663,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3664,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3665,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,6,159,25
3666,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3667,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3668,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3669,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3670,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,6,159,25
3671,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3672,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3673,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3674,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3675,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3676,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3677,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3678,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3679,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3680,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3681,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,6,159,25
3682,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3683,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3684,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3685,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3686,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3687,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3688,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3689,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3690,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3691,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3692,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3693,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,1,159,25
3694,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3695,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,6,159,25
3696,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3697,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3698,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,1,159,25
3699,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3700,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3701,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,302,Found,4,91,0
3702,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,5,159,25
3703,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3704,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3705,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,GET,http://localhost:8001/,200,OK,1,141,3341
3706,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,GET,http://localhost:8001,200,OK,1,141,3341
3707,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,GET,http://localhost:8001/login,404,Not Found,1,147,13
3708,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,6,159,25
3709,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,GET,http://localhost:8001/reservation,404,Not Found,0,147,13
3710,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,GET,http://localhost:8001/resources,404,Not Found,1,147,13
3711,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,GET,http://localhost:8001/robots.txt,404,Not Found,1,147,13
3712,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,GET,http://localhost:8001/register,200,OK,6,141,3026
3713,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,GET,http://localhost:8001/sitemap.xml,404,Not Found,3,147,13
3714,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,GET,http://localhost:8001/static,200,OK,4,98,0
3715,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,GET,http://localhost:8001/static/tailwind.css,200,OK,13,143,3818330
3716,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,GET,http://localhost:8001/static/index.js,200,OK,44,145,41
3717,Mon Feb 02 09:40:03 EET 2026,Mon Feb 02 09:40:03 EET 2026,GET,http://localhost:8001/static/footer.js,200,OK,47,146,595
3718,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,5,159,25
3719,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,302,Found,4,91,0
3721,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3722,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3723,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,5,159,25
3724,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3725,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3726,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3727,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3728,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3729,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3730,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3731,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3732,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,5,159,25
3733,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3734,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3735,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,4,159,25
3736,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,4,159,25
3737,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3738,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3739,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3740,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3741,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3742,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3743,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3744,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3745,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,4,159,25
3746,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,4,159,25
3747,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3748,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3749,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3750,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3751,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3752,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3753,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,3,159,25
3754,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
3755,Mon Feb 02 09:40:04 EET 2026,Mon Feb 02 09:40:04 EET 2026,POST,http://localhost:8001/register,500,Internal Server Error,2,159,25
